Movie Title,Gross,Production Budget,ROI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Walk To Remember,41281092,11800000,0.924118694915254,0.1408702,0.505074,2.641346,0.03400029,0.2672467,-0.1282589,-0.4466697,0.4069329,-0.906362,0.5348784,-1.605883,0.5953302,-0.3453931,0.1197786,-0.5936458,-0.233244,-0.4807732,-0.2945475,0.09751594,-0.469073,0.2235308,-0.6644945,-0.8083713,0.9145464,0.1020256,0.06483508,-0.4354659,0.2204165,-0.956758,0.1203407,-0.502991,-0.4536017,-0.5238853,-0.7612692,-0.09794013,0.1340931,-0.2250561,-0.2584523,-0.6768308,-0.1479179,-0.2062313,-0.7406516,-0.5764505,0.4409474
Bruce Almighty,242829261,81000000,0.648840661111111,0.04026319,0.1500207,-0.01460068,0.3566219,0.1601208,-0.7235398,0.2522242,-0.2077006,-0.2491206,-0.6906942,-0.4328849,0.0392833,0.3882121,-0.2824099,0.5083523,-0.1118765,-0.2782919,0.4025399,-0.09445869,0.5480168,-0.0635336,-0.05463272,0.5288304,-0.7093319,0.349007,0.7106793,-0.3033892,1.47562,-1.062769,1.63271,-2.092502,0.2277657,-0.490847,0.09746968,-0.6002124,1.434071,-3.326893,1.417556,-0.7721089,1.658832,-1.838726,0.6246828,-0.2081486,0.1955697
Collateral Damage,40077257,85000000,-0.740676572352941,0.1528283,-0.0126273,-0.8300994,0.05482697,-0.7750073,0.2254349,-0.3217699,-0.224624,-0.5186217,-0.1623461,0.1350763,-0.1490921,-0.0853988,-0.03148071,0.3848417,-0.2147976,0.2471363,-0.7435587,0.9414329,0.2252806,0.4804417,0.4899029,0.3511911,0.2127828,0.6888586,0.2620014,-0.2997456,-0.2010727,-0.254768,-0.03962721,0.2853784,-1.245776,0.4827712,-0.4959415,-0.6843358,-0.5604927,-1.287746,-0.1140278,-1.213252,-0.2540273,-1.356137,-0.3688124,-0.9690159,-0.04898493
Final Destination,46961214,26000000,-0.006589703846154,-0.2368021,-0.03957285,1.662806,0.4138666,0.04025051,0.5561182,-0.039038,0.06389623,0.008826717,0.5756972,0.4557693,-0.356607,0.3373855,0.3778743,0.3691272,0.334618,0.2782473,0.07667239,-0.3744419,0.6047335,0.01518205,-0.2887794,0.2061512,-0.504634,-0.1739282,0.03051925,0.4596126,0.2339743,0.8164109,-0.2020411,0.577387,-0.5448938,0.08487841,0.2869211,-0.2611942,0.965692,-0.8927723,0.6188699,-0.6971181,0.3524833,-0.6174625,0.7553749,-0.5596863,0.3425561
Gladiator,187705427,103000000,0.002310532524272,-0.005681761,0.8334819,-0.08653882,0.6696701,-1.140556,-1.783545,-0.7057975,0.3326191,-0.2308835,-0.06375597,0.03032326,0.03374174,0.09621073,0.3606186,-0.08112771,1.948133,1.059272,2.186911,-0.09528097,1.270579,1.566078,0.7165788,0.1833469,-0.54523,-0.007522977,-0.4169084,0.0255321,-0.49171,0.04742093,-0.4627169,0.3495761,-0.2941752,-0.2475799,-0.2300571,-0.1594235,-0.5036177,0.3563968,-0.3495897,0.3805161,-0.1250442,0.2577253,-0.6266203,0.5727114,-0.7025323
The Grudge,110359362,10000000,5.06976491,-0.201084,-0.0229927,-0.1399747,0.4027168,0.09266994,-0.09755382,0.2540339,0.07807624,-0.08795049,0.2725758,0.06463278,0.3691953,0.02680102,0.3128605,0.1582231,0.4176004,0.192086,0.9145341,0.125691,0.3034119,0.4543952,0.1558704,0.1849222,0.4300964,0.5506894,0.4476313,0.8576968,0.7163552,1.34994,0.08617959,0.3967519,0.3827436,0.1105429,1.406083,-1.126463,1.491057,-0.3125976,-0.4346838,0.2601046,0.1174082,0.488078,-0.5597993,0.2516013,-0.05625672
Harold and Kumar Go To Whitecastle,18250550,9000000,0.115311388888889,0.08617275,0.08061934,-0.02861336,0.002629219,0.04226769,-0.3071028,0.1612186,-0.2314536,0.4416499,-0.8599387,1.489111,0.2313197,-3.279613,1.879327,-0.6744132,0.2152034,-0.7409794,0.1331112,-0.1704307,0.1246945,-0.3420668,0.5001268,-0.6607052,0.3701333,0.3318599,-0.2160341,0.06665642,0.4225403,0.6355895,0.4341134,-1.24258,3.524395,-2.134959,0.6407304,-0.7343659,0.1999794,0.1967289,0.335991,-0.1972798,-0.2238991,0.2408062,-0.1207541,0.04021396,0.3977625
Hotel Rwanda,23530892,17500000,-0.26045768,0.330528,-0.547019,-0.9389519,-0.8742253,-0.6718506,0.02446058,-0.3727025,-0.553363,0.3151374,-0.3733112,-0.2849254,-0.4498201,-0.178222,-0.6417824,0.5457896,-0.6424607,-0.4398587,-0.6726389,-0.6628442,-0.3678445,0.1314535,-0.7298167,0.2235048,-0.3072868,0.3612009,0.1552356,-0.5924596,-0.288871,-0.5393875,-0.2273898,-0.874835,-0.3793825,-1.730577,0.2503332,-0.2875591,0.1472194,-0.7652556,-0.5219201,-0.4978284,-0.3749697,-0.05361654,-1.076935,-0.9905373,0.04410986
Insomnia,67355513,46000000,-0.194662344565217,-0.1356643,0.3064079,0.4945902,1.566121,-0.4690606,0.9318765,-0.1394615,0.4300883,-0.5855519,-0.3510072,0.7008428,-1.20026,1.370709,-0.9068264,1.080725,0.4329356,0.5486998,0.2395053,0.4809672,0.7319046,-0.5697808,-0.4355674,0.8055163,-0.6305423,1.333148,-0.09402508,0.8135611,-0.1257012,-0.4337456,0.6668559,0.06530444,0.06858375,0.1735514,0.2689494,0.4177968,0.2462083,0.743046,0.4877837,1.046985,-1.003703,1.301225,-1.29532,0.8684545,-0.6481768
"I, Robot",144801023,120000000,-0.336328644583333,-0.04297929,-0.4296528,-0.1208101,0.154397,-0.5552479,-0.05335469,0.08857472,0.02315412,0.03388153,0.1545817,-0.5223952,0.8001901,-1.09316,0.1821562,-0.9806802,-0.2322772,0.2398198,-1.283504,0.5344949,-0.6960701,1.227244,-0.3713922,-0.1860024,-0.05432164,-0.9336189,0.7002544,-0.2732825,0.2288224,0.2401663,-0.222975,0.7390978,0.9933042,1.625778,0.623298,1.957071,-1.080956,-0.318386,0.1892273,-0.2791756,0.1526001,0.1066249,0.1870474,-0.6767491,1.66525
Land of the Dead,20700082,15000000,-0.240996993333333,-0.212954,0.1403076,0.6150516,-0.04802165,0.1000026,0.4579896,-0.4748382,-3.987754,2.291826,-1.193642,0.7967356,-0.214119,0.6602731,0.1919275,0.3797843,-0.2223574,0.23849,-0.1465777,0.3730475,0.3582056,-0.1210321,0.02008683,-0.1199897,0.6256504,-0.02672743,-0.1114194,0.9252102,0.04617205,0.3782456,0.02775316,0.9101069,-0.9002791,0.5553127,-0.2910436,0.8093324,0.1779378,0.8761987,0.1942937,0.1774095,0.1599892,0.405034,0.08951548,-0.1715157,0.5472293
Legally Blonde,96520674,18000000,1.94924281666667,-0.2367345,-0.4861178,-0.1602102,-0.2091281,0.2972024,-0.4329571,-0.5244519,0.8339048,-0.01029975,-0.2714509,0.6938982,-0.5587834,1.864895,-0.7811702,1.239048,-0.0169318,-0.04826507,0.6630753,-0.8462453,0.3860279,-0.002599555,0.208897,0.0756446,0.04969698,0.5558438,0.8333513,-0.3570709,1.397427,-0.4522273,0.5999345,-0.03866674,0.3328636,-0.002194788,0.3840649,-0.05364178,-0.6127045,0.3130671,0.1576871,0.4076175,-0.04744073,0.2071413,0.6035834,-0.03203034,0.31593
Manchurian Candidate,65955630,80000000,-0.54655504375,0.324887,-0.2130991,0.117801,-0.6688681,0.3019594,-0.5960288,0.3469924,-0.85585,-0.4309005,-0.8666683,-0.8709967,-0.6756291,-0.02338612,-0.81647,-0.337048,0.01233053,0.08101465,0.3484728,0.2057797,0.4026387,-0.3789084,-0.04694782,-0.5366932,-0.1081079,0.5124211,-0.3720169,0.3941031,-0.465627,-0.6581765,-0.2644101,-0.4682842,-1.231883,-0.1692646,-0.690404,0.464526,-1.722215,-0.05188555,-1.195858,-0.4740205,-0.6768749,-0.4069668,-1.492761,-0.2786372,-0.8177081
Lord of the Rings Fellowship,315544750,93000000,0.866124865591398,-0.1187031,-0.1729637,0.09421286,-0.1536445,-0.5654744,-0.3767059,-0.2629541,-0.4858016,-0.2872467,0.02139478,-0.298547,0.1754732,-0.2513336,-0.0856003,-0.0307946,0.2461664,-0.6261095,0.6670913,-0.5805554,0.7377652,-0.1761581,0.2546732,0.06089671,0.712009,0.8309252,-0.4069812,0.1445399,-0.1336056,1.792863,-0.2405394,0.3047487,0.09329358,-0.08112584,0.3782687,-0.2489058,0.3876919,-0.0958258,0.4205143,0.4250573,0.101548,0.06874533,0.3713537,0.9516439,-0.3497516
The Matrix Reloaded,281576461,150000000,0.032447023666667,-0.01949695,0.4060844,-0.6348389,1.292842,-0.06268487,-0.4579238,0.2264633,0.001414593,-0.2301702,0.9550676,-0.1165344,1.116963,0.1995293,0.1076813,0.2179395,0.486407,-0.1158923,-0.09491058,0.6027403,-0.9523098,1.286313,-0.5627768,0.7724964,-2.546014,1.343218,-0.6567083,0.8866247,-0.1260425,0.1550032,-0.1411619,0.08396926,-0.829103,-0.2197895,0.4021982,0.5655281,0.3799326,-1.881837,1.34047,-0.7614823,0.3454005,-0.2767159,0.2446179,-0.2649644,0.3491532
Rush Hour 2,226164286,90000000,0.382115081111111,0.04956494,-0.4814058,0.2320991,0.4386568,-0.3468136,-0.08197422,0.5270714,-0.7846126,-0.4213811,-0.2585555,1.112521,0.3847452,-0.7034223,0.8493394,0.2897057,0.2144286,-0.05270496,0.1287299,-0.1183335,0.4281058,-0.08205466,0.331748,-0.07342211,0.1332031,0.02864044,-0.9165855,-0.07531628,-0.06193628,0.1925782,0.4504929,0.02217857,-0.6101066,0.6112719,-1.361323,0.6708869,-2.135619,0.1133662,-0.4571889,-0.1255682,-0.02868126,0.2196535,-0.1820012,-0.3606923,0.3534335
The Shawshank Redemption,28341469,25000000,-0.376487682,-0.01076148,-0.2863921,-1.084477,-0.4897764,0.09520601,0.07035202,0.1835943,0.3197598,-0.07180817,0.4897665,-0.02861114,0.317483,0.2321725,-0.24543,0.1884085,0.1556191,0.01851735,-0.3389597,0.1447181,-0.1385842,-0.5358559,0.09603945,-0.2373576,0.277067,-0.07696995,0.5463877,0.09408632,0.392232,0.2293866,-0.2293843,0.4429895,-0.5384951,1.036732,0.08151665,0.2680802,-0.3996361,0.3659504,-0.4569607,-1.296996,0.7687615,-0.7591885,0.3182346,-0.1396082,0.1433522
Swordfish,69772969,102000000,-0.623773206372549,-0.6221714,0.581593,-0.3080487,0.7948631,0.3385656,0.3791639,1.893165,-1.757559,1.129294,0.6817537,0.08297202,1.545088,0.7561251,1.183728,0.9381501,1.333269,1.188283,0.4052201,0.8252154,0.3548448,0.2392641,0.7709684,0.8094342,0.5039497,0.811444,2.134938,-0.04290493,0.5767923,0.7348973,0.3556897,-0.152957,0.341228,-1.462449,1.101769,0.4739227,0.06752559,1.157576,-1.239219,0.0606072,-0.2333026,0.3592835,-0.621737,0.7753935,0.8967511
Titanic,600788188,200000000,0.652167517,0.02373252,0.01104807,-0.2669761,0.3525992,-0.04903295,-0.00677118,-0.1687004,-0.059278,0.2667776,-0.8145426,0.4008984,-0.2780979,0.2239209,-0.2401892,-0.2524286,0.4700943,-0.4104487,0.2241001,-0.8459708,0.0541722,-0.1766594,-0.1258437,0.1713482,-0.3801072,0.4407963,0.02150912,0.5718528,0.09480523,-0.2958805,-0.2297365,0.1201728,-0.3085396,0.9637569,0.153758,-0.9316453,0.3918028,0.1320838,-0.8289813,0.4969242,-0.4862323,0.5124819,0.1461577,0.2712814,-0.2632361
Ace Ventura Pet Detective,72217396,15000000,1.64797118666667,-0.01394219,-0.4270173,0.4459395,-0.6748395,0.3044723,-0.02492575,-0.549741,0.654001,0.2286405,-0.3259418,0.4633101,0.6322095,-0.08528814,0.6819167,0.1130421,0.4319543,-0.1838985,0.7722884,-0.2825716,0.5535484,-0.131959,0.9049135,-0.5515719,0.02771678,-0.4077333,-0.7209799,0.4839545,-0.02967648,-0.1188426,0.9699218,-1.513429,1.050233,0.7260267,-0.0316489,0.2633875,-0.330116,0.2996545,-0.3735864,-1.434151,0.9937393,-1.485732,0.3340662,0.02494318,-0.3849282
Babel,34302837,20000000,-0.0566719825,0.9370782,-1.185359,-0.9658064,-1.300185,-0.9490087,-1.459097,-1.011076,-1.630571,0.08541134,0.001323598,-1.368416,-1.419287,-1.587058,-1.020564,-1.719232,-0.9707236,-1.281412,-0.7254737,-1.189808,0.7886144,-1.351379,-1.023071,-1.140047,-1.405658,-1.477793,-0.6514807,-1.667637,-0.2308503,0.5112491,-2.003526,-0.6552689,-1.523265,-1.791632,-1.279454,-1.367114,0.2403474,-1.892457,-0.6334271,-1.591379,-0.9301925,-1.247529,-1.205967,-0.4106786,-0.02694361
Bourne Identity,121661683,60000000,0.115232094166667,0.2572208,-0.03743914,0.4725085,-0.7267478,0.04578808,0.09366659,-0.2253998,0.05760705,-1.040692,0.3797853,-0.1028034,-1.266054,0.08067747,-0.6374536,-0.1651307,-0.4993362,0.01781092,-0.803483,-1.01928,-0.327973,-0.04187029,-0.5868362,-0.374293,-0.5640873,-0.08771245,0.3039341,-2.312471,3.032335,-5.365902,-1.172039,0.5976451,-1.444936,-1.239098,-0.1376486,-1.080841,0.1094561,-0.3909109,-0.1815064,-0.1909712,-0.5639406,-0.1241095,-1.00154,-0.7819503,-1.408538
Day of the Dead,5000000,3500000,-0.214285714285714,-0.05965033,-0.1163067,0.2225707,0.06941929,-0.3908437,-0.1604893,-0.507718,0.2973816,-0.2458832,-0.1326603,-0.231555,-0.382046,0.3066986,-0.09816923,-0.02913725,-0.1025895,-0.2310844,-0.1255739,-0.2481228,-0.09480795,0.2483617,-0.1072508,0.1090604,-0.2824671,0.4197399,0.2739152,-0.4680596,0.4277787,-0.01587201,0.3581172,0.8249452,-0.2033376,0.8752427,0.4187744,0.0762031,0.255138,0.3760992,-0.2518928,-0.2756862,0.4507989,-0.2672777,0.240312,-0.1713522,0.4117358
Dumb and Dumber,127175374,17000000,3.11449739411765,-0.08092414,0.17369,0.372628,0.1308577,0.01502756,0.6424496,-0.3948735,1.025885,-1.165451,2.128769,0.1087947,3.0607,-1.244266,3.345013,-4.381841,-0.7963914,1.522343,0.2512109,1.162388,-1.009672,1.824334,-2.048955,3.473435,-2.140229,4.51924,-9.937802,4.304851,-3.047351,1.743793,-0.897583,0.3492258,0.2994018,-0.07506133,-3.716157,2.394635,-1.082452,0.8888199,-0.1573711,0.3208649,0.1606942,-0.01163933,0.1602503,-0.1864092,0.1137963
Fight Club,37030102,63000000,-0.676721331746032,-0.2829386,0.4274955,0.1513994,-0.1386529,0.2620022,-0.09407666,0.2903344,-0.4385274,0.36137,-0.08655847,0.7857659,0.5966194,0.3265353,0.311445,0.349361,0.154067,0.3348487,-0.02129887,0.3487467,0.1796651,0.02537859,-0.02437023,0.4377073,0.02285212,0.7119726,-1.091648,0.5955567,-1.246847,0.6863288,0.6083779,0.4949128,0.05039397,0.7873031,0.8035352,1.248885,0.5557485,0.3300273,0.7926807,0.04949529,0.8189268,-0.01233323,0.5581828,0.6651983,-0.2679357
Juno,143495265,7500000,9.5229861,0.5090109,-0.9780732,-0.9119606,-1.158895,-1.29237,-0.7895238,-0.004141956,-1.990914,0.03542593,-0.4160428,-0.3450404,-1.311185,-1.933644,-0.2936149,-1.032179,-0.3822918,-1.742089,-0.3469189,-0.9904412,-0.4443852,-0.5769503,1.302526,-1.885893,-0.2017392,-0.6692568,-0.1660628,-0.9889268,-0.4189065,-0.4994067,-1.032289,-0.9352758,0.07377948,-1.339613,-0.1147106,-1.317694,-0.9333422,-0.6697042,-0.8849523,-0.2047476,-1.730311,-0.2423678,-0.9541073,-0.8026604,-1.284356