Movie Title,Year,Genre,Gross,Production Budget,ROI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independence Day,1996,Action,306169255,75000000,1.24524120333333,-0.2608385,0.424148,0.3120083,0.3297522,0.324868,0.0785262,0.3613948,0.2190746,0.1926663,0.01142356,0.4878115,0.3851654,0.2932924,0.149686,0.6320475,0.2484441,0.3185217,0.1924351,0.3929934,0.1668982,0.2132729,0.118315,0.5536902,0.1042131,0.4745483,0.04009482,0.5163616,0.1435147,0.5383937,0.1060375,0.350069,0.499873,0.2429707,0.4006924,0.4305904,0.2853301,0.1913321,0.2578331,0.2039592,0.5168289,-0.3013038,1.8904,-7.105561,3.678235
Insider,1999,Drama,28965197,68000000,-0.765722671323529,-0.1356643,0.3064079,0.4945902,1.566121,-0.4690606,0.9318765,-0.1394615,0.4300883,-0.5855519,-0.3510072,0.7008428,-1.20026,1.370709,-0.9068264,1.080725,0.4329356,0.5486998,0.2395053,0.4809672,0.7319046,-0.5697808,-0.4355674,0.8055163,-0.6305423,1.333148,-0.09402508,0.8135611,-0.1257012,-0.4337456,0.6668559,0.06530444,0.06858375,0.1735514,0.2689494,0.4177968,0.2462083,0.743046,0.4877837,1.046985,-1.003703,1.301225,-1.29532,0.8684545,-0.6481768
Insomnia,2002,Thriller,67355513,46000000,-0.194662344565217,-0.04297929,-0.4296528,-0.1208101,0.154397,-0.5552479,-0.05335469,0.08857472,0.02315412,0.03388153,0.1545817,-0.5223952,0.8001901,-1.09316,0.1821562,-0.9806802,-0.2322772,0.2398198,-1.283504,0.5344949,-0.6960701,1.227244,-0.3713922,-0.1860024,-0.05432164,-0.9336189,0.7002544,-0.2732825,0.2288224,0.2401663,-0.222975,0.7390978,0.9933042,1.625778,0.623298,1.957071,-1.080956,-0.318386,0.1892273,-0.2791756,0.1526001,0.1066249,0.1870474,-0.6767491,1.66525
Juno,2007,Drama,143495265,7500000,9.5229861,0.5090109,-0.9780732,-0.9119606,-1.158895,-1.29237,-0.7895238,-0.004141956,-1.990914,0.03542593,-0.4160428,-0.3450404,-1.311185,-1.933644,-0.2936149,-1.032179,-0.3822918,-1.742089,-0.3469189,-0.9904412,-0.4443852,-0.5769503,1.302526,-1.885893,-0.2017392,-0.6692568,-0.1660628,-0.9889268,-0.4189065,-0.4994067,-1.032289,-0.9352758,0.07377948,-1.339613,-0.1147106,-1.317694,-0.9333422,-0.6697042,-0.8849523,-0.2047476,-1.730311,-0.2423678,-0.9541073,-0.8026604,-1.284356
Lake Placid,1999,Thriller,31770413,27000000,-0.35282492037037,-0.05448687,0.6931634,0.9198727,-0.4221346,0.982285,2.434599,-0.01502539,0.04475515,0.2574573,0.3733524,-0.2162495,0.00372993,0.2452474,-0.1872801,0.3020646,-0.6589677,1.862769,-0.09849454,0.3024345,0.4327871,1.039042,-0.08892429,0.6839543,-0.3306233,0.06870609,0.05659792,-0.3895751,0.6145525,-0.5872711,0.5482962,-1.264317,0.1422519,0.5398447,-0.384246,-0.4573162,0.5545629,-1.517123,0.02722315,-1.57808,0.869617,-1.207505,0.3965948,-0.38583,0.2654779
Land of the Dead,2005,Horror,20700082,15000000,-0.240996993333333,-0.212954,0.1403076,0.6150516,-0.04802165,0.1000026,0.4579896,-0.4748382,-3.987754,2.291826,-1.193642,0.7967356,-0.214119,0.6602731,0.1919275,0.3797843,-0.2223574,0.23849,-0.1465777,0.3730475,0.3582056,-0.1210321,0.02008683,-0.1199897,0.6256504,-0.02672743,-0.1114194,0.9252102,0.04617205,0.3782456,0.02775316,0.9101069,-0.9002791,0.5553127,-0.2910436,0.8093324,0.1779378,0.8761987,0.1942937,0.1774095,0.1599892,0.405034,0.08951548,-0.1715157,0.5472293
Legally Blonde,2001,Comedy,96520674,18000000,1.94924281666667,-0.2367345,-0.4861178,-0.1602102,-0.2091281,0.2972024,-0.4329571,-0.5244519,0.8339048,-0.01029975,-0.2714509,0.6938982,-0.5587834,1.864895,-0.7811702,1.239048,-0.0169318,-0.04826507,0.6630753,-0.8462453,0.3860279,-0.002599555,0.208897,0.0756446,0.04969698,0.5558438,0.8333513,-0.3570709,1.397427,-0.4522273,0.5999345,-0.03866674,0.3328636,-0.002194788,0.3840649,-0.05364178,-0.6127045,0.3130671,0.1576871,0.4076175,-0.04744073,0.2071413,0.6035834,-0.03203034,0.31593
Little Nicky,2000,Comedy,39442871,80000000,-0.728830261875,-0.2761323,0.308872,0.342826,0.6806352,0.8336933,0.5205074,-0.4812011,0.8822256,-0.7237042,0.8073867,-0.4814498,1.140554,-1.230807,1.618951,-0.5417942,1.064872,0.1043009,-0.1424068,0.9566402,-0.7147166,0.08013601,-0.09888044,0.09070498,-0.4081022,0.9621902,-0.300957,0.1503177,-0.1608348,-0.8120906,0.7875504,-0.03504489,1.04762,-0.5835394,0.6384531,-0.7120534,0.8444845,1.156776,-0.5157255,0.4566083,0.8017566,1.052122,-0.3450577,0.8430698,0.3065566
Lord of the Rings: The Fellowship of the Ring,2001,Action,315544750,93000000,0.866124865591398,-0.1187031,-0.1729637,0.09421286,-0.1536445,-0.5654744,-0.3767059,-0.2629541,-0.4858016,-0.2872467,0.02139478,-0.298547,0.1754732,-0.2513336,-0.0856003,-0.0307946,0.2461664,-0.6261095,0.6670913,-0.5805554,0.7377652,-0.1761581,0.2546732,0.06089671,0.712009,0.8309252,-0.4069812,0.1445399,-0.1336056,1.792863,-0.2405394,0.3047487,0.09329358,-0.08112584,0.3782687,-0.2489058,0.3876919,-0.0958258,0.4205143,0.4250573,0.101548,0.06874533,0.3713537,0.9516439,-0.3497516
Magnolia,1999,Drama,22450975,37000000,-0.66626929054054,-0.2655457,0.2993744,0.2789526,0.02908002,-0.1198736,0.2680234,-0.1147234,0.9308543,0.3460033,-0.323285,0.4650286,0.4789734,-0.09587553,0.6845012,-0.6232917,0.9999077,-0.09168605,1.136538,0.4882212,0.2426936,0.2630155,0.6439278,0.6764211,0.7442362,0.1575049,-0.03342551,0.6696463,0.2275162,0.653115,0.3407499,0.2718669,-0.02005734,0.2968519,0.1993176,-0.06259401,0.4218731,-0.1644486,0.5953301,-0.901865,0.3572319,-0.2230509,0.08957038,0.3771453,-0.2609312
Manchurian Candidate,2004,Thriller,65955630,80000000,-0.54655504375,0.324887,-0.2130991,0.117801,-0.6688681,0.3019594,-0.5960288,0.3469924,-0.85585,-0.4309005,-0.8666683,-0.8709967,-0.6756291,-0.02338612,-0.81647,-0.337048,0.01233053,0.08101465,0.3484728,0.2057797,0.4026387,-0.3789084,-0.04694782,-0.5366932,-0.1081079,0.5124211,-0.3720169,0.3941031,-0.465627,-0.6581765,-0.2644101,-0.4682842,-1.231883,-0.1692646,-0.690404,0.464526,-1.722215,-0.05188555,-1.195858,-0.4740205,-0.6768749,-0.4069668,-1.492761,-0.2786372,-0.8177081
ManOnFire,2004,Thriller,77906816,60000000,-0.285854186666667,0.5013934,-1.049652,-0.4356247,-1.591086,-1.10508,-0.5519554,0.0627508,-1.566943,-0.2957783,-0.5158962,-0.7992069,-0.2051061,-0.5696102,-0.4475924,-1.043312,-0.473858,-0.5091019,-0.9764803,-0.2116403,-0.7679593,-0.4015181,-0.4514294,-0.6327378,-0.16341,-1.462657,1.132341,-2.391311,-0.5065667,-0.6953332,-0.1807923,-0.9141764,-0.108429,-0.3952061,-0.3027365,-0.6846992,-0.7598,-1.075977,0.08173463,-0.4410426,-0.888057,-0.9835211,-0.8506797,-0.03275901,-1.196603
"Matrix Reloaded, The",2003,Action,281576461,150000000,0.032447023666667,-0.01949695,0.4060844,-0.6348389,1.292842,-0.06268487,-0.4579238,0.2264633,0.001414593,-0.2301702,0.9550676,-0.1165344,1.116963,0.1995293,0.1076813,0.2179395,0.486407,-0.1158923,-0.09491058,0.6027403,-0.9523098,1.286313,-0.5627768,0.7724964,-2.546014,1.343218,-0.6567083,0.8866247,-0.1260425,0.1550032,-0.1411619,0.08396926,-0.829103,-0.2197895,0.4021982,0.5655281,0.3799326,-1.881837,1.34047,-0.7614823,0.3454005,-0.2767159,0.2446179,-0.2649644,0.3491532
Men in Black,1997,Action,250690539,90000000,0.531997738333334,-0.2943384,-0.169442,0.3225779,-0.7500558,0.5309154,0.8292762,0.7339253,0.7496463,-0.2505398,0.7582745,0.256186,0.2169699,0.5955982,0.01896248,0.7284257,0.01669984,-0.08943436,0.5857809,-0.09571621,0.8076078,1.375741,-0.3831139,0.3074122,0.05823586,0.1324436,0.2962217,0.3025964,0.5833085,0.5055769,0.5622892,0.2796512,-0.02947535,0.2280638,-0.5476512,0.3332852,-0.3195048,1.061869,-0.5807097,0.2769392,0.6086656,-0.4053967,0.3254585,-0.2761201,0.3958192
Mission Impossible,1996,Action,180981886,80000000,0.24425046625,0.1188686,1.536316,-0.7231689,0.961527,0.1290405,0.3744547,0.3030761,0.6976071,0.1561536,0.03259731,0.1061336,-0.2903878,0.02980355,0.5634397,0.1262977,-0.1634534,-0.2638327,-0.214083,-0.04617992,-0.3687458,0.001519552,-0.546251,-0.01073773,-1.054943,-0.3915135,-0.5700054,-0.3196419,-0.1783356,-0.8434414,-0.07585298,-0.8333211,-0.2060439,-0.7647193,-0.4947717,-0.5813759,0.6225873,-0.5632313,0.07530871,-0.7371701,-0.01595796,-0.6327521,-0.6840832,-0.9134364,-0.37484
Monkeybone,2001,Comedy,5409517,75000000,-0.960330208666667,-0.1503159,-0.8911076,0.437759,-2.147068,1.117503,0.08472928,0.2625368,-0.2553326,0.7579395,-0.2634476,0.1039124,0.4210899,0.05562523,-0.1170931,0.4774231,-0.103166,1.145117,-0.2571426,0.6727791,0.170255,0.2661204,0.5392368,-0.3487771,1.196608,-0.8449542,1.223599,-0.6496589,-0.03325951,0.5948451,-0.5259744,-0.108501,-0.7639811,0.06632081,-0.6268563,-0.4105378,0.08140001,0.5787789,-0.8076709,1.01241,-0.9489791,0.1448,-0.2191692,-0.1615199,0.2528291
"Mummy, The",1999,Action,155385488,80000000,0.06827523,-0.2326291,0.1677246,-0.02326249,1.697422,-0.536373,1.038724,0.003519535,0.04288472,0.3203849,0.4150911,-0.5417285,0.7320759,0.7361307,-0.09789065,2.117729,0.2328457,0.2157319,-0.4363123,1.16254,0.6229768,1.009259,-0.09605082,0.9877844,-0.2479619,0.6774547,0.597102,-0.06347303,0.4478491,-0.08764389,0.8671875,-0.08438007,0.2188409,0.1720548,0.237798,-0.07487901,0.3471313,0.01520733,0.06142373,0.5130625,-0.3424395,0.8835732,-0.294553,0.5056504,0.02869957
Never Been Kissed,1999,Comedy,55474756,25000000,0.220444632,0.3922945,-0.3178147,-0.1515241,0.1290771,-1.105287,1.589187,-1.209616,0.7116597,-0.6099827,0.5059355,-0.3901964,-0.2411603,-0.4175516,-0.2348407,-0.3822768,-0.4441645,-0.5815086,-0.384175,-0.3402214,-0.04436346,-0.7273362,0.09491207,-0.8571574,-0.2836404,-1.385997,0.8907868,0.4192421,-1.347719,1.249295,-1.635775,0.1548659,-0.9102324,0.00540685,-0.8724005,-0.1974497,-0.1843444,-0.3773191,-0.3393045,-0.5838482,-0.3530001,-0.04066524,0.7082509,-0.9676518,-0.9433482
New York Minute,2004,Comedy,14018364,40000000,-0.807247495,-0.4090243,0.637681,0.8704151,0.7386784,0.2776761,0.7363593,0.521179,0.9268475,0.3747654,0.5779276,-0.2152994,0.6751196,-0.06509344,0.157723,0.6285721,0.08183649,0.7237049,-0.3208929,0.4494192,1.349353,0.5211959,0.9787584,-0.1738758,-0.1090042,0.1766619,1.233454,0.7810698,0.3305971,2.180942,0.08617693,1.048123,-0.9567406,0.2304327,-0.4971215,0.7721059,-0.2010228,0.6720044,0.3197093,0.8963182,0.2396366,0.8941497,0.511144,0.3659138,0.7047376
Ocean's Eleven,2001,Thriller,183417150,85000000,0.186816852941177,-0.372487,-0.03966674,0.6428478,0.1152136,0.04006128,0.5966455,-0.02007549,0.1623592,0.7067347,-0.1830648,0.5310375,1.18673,0.2757133,0.6835875,-0.1117553,1.256504,-0.02113557,1.496821,-0.2360442,0.2284489,0.1680023,0.3009524,0.9217092,0.5147571,0.5262942,1.007541,0.1550005,0.6628625,0.5652848,0.3283026,0.00640621,0.3986501,0.1731661,0.3772418,0.7184024,0.1007388,0.7598013,-0.1061062,0.07086134,0.2579213,0.6400998,0.2683848,0.7032616,-0.2826013
"Pacifier, The",2005,Comedy,113006880,56000000,0.109889,-0.288413,-2.432784,2.657571,-1.077986,2.649124,-1.139623,-0.1838137,1.725104,0.903729,-0.2110099,0.3150442,-0.08014882,0.4938855,-0.0507048,0.02225148,0.4224407,0.2633109,0.2320616,0.1107226,0.2293774,0.2202295,-0.2110483,1.220881,-0.5334839,2.276336,-0.6029491,1.136698,-0.4574175,0.1658694,0.4237262,0.1364553,0.1325273,0.3333964,0.2292508,0.3485556,0.3023054,0.6573714,-0.04831699,1.590464,0.1208422,0.4221126,-0.08636672,0.4275045,0.06782543
"Pianist, The",2002,Drama,32519322,35000000,-0.488982082857143,1.299445,-1.750187,-0.6225742,-0.6692415,-2.365714,0.07771421,-2.464297,-0.6343924,-1.607001,-1.637477,-1.220059,-1.463015,-1.532613,-1.278183,-1.441186,-1.668094,-1.125848,-2.149578,-0.6043615,-2.226501,-1.259965,-1.910774,-0.7215313,-0.8544182,-1.817785,-1.547904,-1.465468,-1.318676,-1.265052,-1.664135,-0.6872697,-0.6062595,-0.1105171,-0.9776746,-1.020379,-0.7903091,-1.784756,-1.12967,-1.121579,-0.8738354,-0.8400293,-0.281484,-1.040372,0.1425191
"Postman, The",1997,Action,17650704,80000000,-0.87865141,-0.06067023,0.04794223,0.2476291,0.3894394,0.3567725,-0.7240128,0.03191439,-0.4554434,0.149511,-0.1506076,0.4530203,0.01760581,0.4346338,-0.06290294,-0.04039428,0.1518564,0.4873194,-0.1662434,0.1348245,0.1094163,0.221571,-0.2330962,0.4595449,-0.2708628,0.03842662,1.169297,0.03751402,1.55926,-0.07375178,-0.1225208,1.615482,-0.8580883,0.8402483,-0.1217437,0.2278022,-0.3201481,0.632587,-0.05420493,1.01672,-0.9426513,0.3527976,0.5397285,0.2313461,-0.0005364788
Rambling Rose,1991,Drama,6266621,7500000,-0.540447793333333,-0.2719827,0.9265387,-1.287755,5.03409,-6.583797,3.037473,-1.467761,1.057779,0.03278347,0.6586983,0.02363189,0.7865352,0.0693066,0.4942371,0.168043,0.4307374,-0.008927018,-0.2553778,0.2918773,-0.1988815,0.5886556,0.569982,-0.08265276,0.5222943,-0.1471145,1.192006,-0.6726946,0.7393089,0.01530629,0.4405045,0.4658856,0.1275004,0.2064955,0.2679415,0.1811237,0.3347322,0.3903047,-0.02267476,0.3767731,-0.2881646,1.864792,-1.60178,-1.132349,2.026804
Robin Hood Prince of Thieves,1991,Action,165493908,50000000,0.820432988,0.05224359,-0.06880736,-0.8598674,-1.291246,-0.02330943,0.04931273,-0.5061413,0.1358418,-0.1490589,-0.7095211,0.03753751,-0.1842732,-0.08063003,-0.201059,0.04081381,0.1748976,-0.4752863,0.5564417,-0.4558001,0.1313537,-0.2868486,0.316863,-0.4296461,0.3023994,-0.8972382,1.125943,-0.03610483,-0.401408,1.270815,-0.8477905,1.135255,-0.5788004,0.9119439,-0.427573,0.7211238,-0.07064312,0.4931995,0.1524936,-0.6478546,0.2337668,0.2346151,0.06758968,-0.00197028,-0.2595212
Rush Hour 2,2001,Comedy,226164286,90000000,0.382115081111111,0.04956494,-0.4814058,0.2320991,0.4386568,-0.3468136,-0.08197422,0.5270714,-0.7846126,-0.4213811,-0.2585555,1.112521,0.3847452,-0.7034223,0.8493394,0.2897057,0.2144286,-0.05270496,0.1287299,-0.1183335,0.4281058,-0.08205466,0.331748,-0.07342211,0.1332031,0.02864044,-0.9165855,-0.07531628,-0.06193628,0.1925782,0.4504929,0.02217857,-0.6101066,0.6112719,-1.361323,0.6708869,-2.135619,0.1133662,-0.4571889,-0.1255682,-0.02868126,0.2196535,-0.1820012,-0.3606923,0.3534335
Sense and Sensibility,1995,Drama,42993774,16500000,0.4331258,-0.4975605,0.4532326,0.7445872,-0.6367515,0.8654804,0.6743293,0.3396088,0.1677489,0.5518876,0.02264172,1.153607,-0.782282,1.042146,0.5797528,0.786364,-0.872986,1.520336,-0.3705303,1.069555,-0.3040007,0.2679481,-0.3679058,1.232709,1.068107,-0.1657399,0.8692423,0.1512138,0.7332933,0.2412538,1.189059,-0.3453306,0.4085065,0.5660754,0.7294661,0.04260763,2.06875,0.7862682,1.589342,-0.04803139,0.2818641,0.4252975,-0.2617863,0.5680746,-0.4378059
Shawshank Redemption,1994,Drama,28341469,25000000,-0.376487682,-0.01076148,-0.2863921,-1.084477,-0.4897764,0.09520601,0.07035202,0.1835943,0.3197598,-0.07180817,0.4897665,-0.02861114,0.317483,0.2321725,-0.24543,0.1884085,0.1556191,0.01851735,-0.3389597,0.1447181,-0.1385842,-0.5358559,0.09603945,-0.2373576,0.277067,-0.07696995,0.5463877,0.09408632,0.392232,0.2293866,-0.2293843,0.4429895,-0.5384951,1.036732,0.08151665,0.2680802,-0.3996361,0.3659504,-0.4569607,-1.296996,0.7687615,-0.7591885,0.3182346,-0.1396082,0.1433522
Silence of the Lambs,1991,Thriller,130726716,20000000,2.59498469,0.05122275,-0.3943661,-0.2311811,0.5351942,-0.3118121,-0.5263593,0.4214934,-0.4230004,0.2303142,-0.2919894,-0.02091145,-0.353345,0.1694885,-1.117646,-0.883986,0.4554823,0.2102877,-0.7068292,0.9293731,-0.6395657,-0.230714,-0.197965,-0.1319105,0.01072306,-0.8588827,0.6956945,-0.736642,0.03888442,-1.056175,0.6380761,-0.5418694,0.02342258,-0.4470498,0.009246356,-0.02293113,0.04488078,-0.01645181,-0.2346826,0.07073994,-0.2903719,0.1310109,-0.4759774,-2.031883,0.7073059
Soldier,1998,Action,14623082,75000000,-0.892764065333333,0.1416971,-0.2051804,-0.1470614,-0.05000281,-0.5316745,0.3858649,-1.001802,-0.2761023,-0.4756359,-0.3228219,0.05853402,-0.09869504,-0.01249632,0.08237817,-0.07300252,-0.2906273,0.3062909,0.3190658,-0.7948364,-0.00536976,-0.2951924,0.2818324,0.2545305,0.09682865,-0.3715204,0.2169707,-0.01156358,-0.3613254,0.1863001,-0.3107488,0.1899074,-0.2254607,0.2152539,0.2439057,0.1844954,-0.2176709,0.01468383,0.3136597,0.6585481,0.6340597,-0.3566511,-0.6402976,-0.6266028,-0.5426141
Spanglish,2004,Comedy,42044321,75000000,-0.691674979333333,-0.2552132,0.1942907,0.2588325,0.2823581,-0.3267642,0.5368352,-0.2586274,0.5157515,0.4632821,1.494448,-0.1573928,0.6678356,-0.08024606,0.525869,0.10042,0.6192264,0.3484641,0.8285026,-0.258381,1.23658,-0.9310167,2.617935,-0.04458964,0.7407362,-1.484291,4.482768,-8.343101,0.8810655,0.1150181,0.03599712,0.6782773,-0.01910662,0.3983391,0.323104,0.00609412,0.7906807,0.1385634,0.4908545,0.2344872,0.1452104,0.369026,0.5056095,0.1213807,0.7816115
Sphere,1998,Horror,37068294,73000000,-0.720718332876712,-0.81371,0.8178584,0.3685032,0.8838864,1.303295,0.4483504,2.015827,0.1406313,1.368926,1.227521,1.05882,1.359542,2.054483,0.6674995,1.716561,1.393386,0.9100255,0.8895068,0.321133,0.6022535,1.618663,0.8723798,0.633622,2.299239,0.6134761,2.017786,0.4514444,2.074434,0.591989,0.9563295,0.1827957,0.6750892,0.7774667,0.9167799,1.772057,0.2752531,1.487932,-0.3628508,2.527607,2.343829,-0.524426,1.567683,-0.05010786,1.061301
Suspect Zero,2004,Thriller,8712564,27000000,-0.822521844444444,0.05150891,-0.2064917,0.06324742,0.04259132,-0.1780705,-0.1447242,-0.1934244,0.6386919,0.2371504,-0.2684725,0.8543737,-0.5509949,0.5656106,-0.7597368,0.6287359,-0.4083738,0.2798554,-0.320604,-0.1858931,-0.3879021,0.3571908,-0.2753021,-0.1676698,0.385152,-0.8315494,0.07115292,0.8497442,0.00337448,0.2720742,-0.3466504,-0.01762563,0.02770505,-0.07122888,-0.2436966,-0.4158991,-1.633192,-1.040987,0.3590914,-0.2089348,0.350689,-0.5865722,-0.616551,-0.0268418,-0.4985314
Swordfish,2001,Thriller,69772969,102000000,-0.623773206372549,-0.6221714,0.581593,-0.3080487,0.7948631,0.3385656,0.3791639,1.893165,-1.757559,1.129294,0.6817537,0.08297202,1.545088,0.7561251,1.183728,0.9381501,1.333269,1.188283,0.4052201,0.8252154,0.3548448,0.2392641,0.7709684,0.8094342,0.5039497,0.811444,2.134938,-0.04290493,0.5767923,0.7348973,0.3556897,-0.152957,0.341228,-1.462449,1.101769,0.4739227,0.06752559,1.157576,-1.239219,0.0606072,-0.2333026,0.3592835,-0.621737,0.7753935,0.8967511
Taking Lives,2004,Thriller,32682342,45000000,-0.600549153333333,0.3019777,-1.790218,-3.617291,-0.8335272,0.1910986,-0.3490023,-0.2506219,-0.4779129,-0.1254376,-0.170677,-0.1914135,-0.9501684,0.6910645,-0.08563475,-0.4208708,-0.2815,-0.4342608,-0.2013233,-0.2122982,-0.06339423,-0.09014166,-0.7519264,0.2446099,-0.6488057,0.1305073,-0.7052149,0.1063928,-0.6503726,0.2631338,-0.5084682,-0.5456159,-0.1387137,-0.2059667,0.3176699,-0.550583,-0.2030743,-0.3300578,-0.1253729,-0.6585442,-0.7803694,-0.004107183,-0.2257018,0.06540594,-0.4674703
Three Kings,1999,Action,60652036,48000000,-0.305028754166667,-0.1008695,0.3558935,-1.029427,0.77939,-0.5715452,0.8549977,-0.2957517,0.7041625,-1.888776,1.357413,-0.4635338,0.3187064,0.342128,0.05669424,0.3493721,0.1895328,-0.3894618,1.166127,-0.9792707,-0.1422888,-1.490082,1.406425,-0.351577,0.6178372,-0.1319611,0.01318007,-0.147048,0.1461984,-0.03265773,0.3186965,-0.03822542,0.2038227,0.1303428,0.0515698,0.3341335,0.3386289,-0.06872601,0.8787856,-1.0966,0.1812022,0.1755093,0.3827512,0.005119222,0.5057016
Titanic,1997,Drama,600788188,200000000,0.652167517,0.02373252,0.01104807,-0.2669761,0.3525992,-0.04903295,-0.00677118,-0.1687004,-0.059278,0.2667776,-0.8145426,0.4008984,-0.2780979,0.2239209,-0.2401892,-0.2524286,0.4700943,-0.4104487,0.2241001,-0.8459708,0.0541722,-0.1766594,-0.1258437,0.1713482,-0.3801072,0.4407963,0.02150912,0.5718528,0.09480523,-0.2958805,-0.2297365,0.1201728,-0.3085396,0.9637569,0.153758,-0.9316453,0.3918028,0.1320838,-0.8289813,0.4969242,-0.4862323,0.5124819,0.1461577,0.2712814,-0.2632361
Tomorrow Never Dies,1997,Action,125304276,110000000,-0.37347862,0.1039035,-0.4304647,-0.1191911,-1.117177,-0.7363041,-0.755477,0.5650694,-0.3998818,0.1045961,-0.3657153,0.05219815,0.254162,-0.5423888,0.2530982,0.610325,-0.8831654,0.7833789,-0.335705,-0.1875224,-0.1862769,-0.04061544,0.6819326,-0.4073284,0.5258007,-0.009801335,-0.04982999,0.03223454,-0.09251673,0.2474517,0.04491687,0.1735124,0.07849757,-0.1881736,0.08139913,-0.1022503,-0.1603833,-0.011393,0.01775432,-0.261869,0.1263497,-0.2000303,0.3113132,-0.08255973,0.1806535